"","Var1","Freq"
"5756","11510000",0
"5757","11512000",0
"5758","11514000",0
"5759","11516000",0
"5760","11518000",0
"5761","11520000",0
"5762","11522000",0
"5763","11524000",0
"5764","11526000",0
"5765","11528000",0
"5766","11530000",0
"5767","11532000",0
"5768","11534000",0
"5769","11536000",0
"5770","11538000",0
"5771","11540000",0
"5772","11542000",0
"5773","11544000",0
"5774","11546000",0
"5775","11548000",0
"5776","11550000",0
"5777","11552000",0
"5778","11554000",0
"5779","11556000",0
"5780","11558000",0
"5781","11560000",0
"5782","11562000",0
"5783","11564000",0
"5784","11566000",0
"5785","11568000",0
"5786","11570000",0
"5787","11572000",0
"5788","11574000",0
"5789","11576000",0
"5790","11578000",0
"5791","11580000",0
"5792","11582000",0
"5793","11584000",0
"5794","11586000",0
"5795","11588000",0
"5796","11590000",0
"5797","11592000",0
"5798","11594000",0
"5799","11596000",0
"5800","11598000",0
"5801","11600000",0
"5802","11602000",0
"5803","11604000",0
"5804","11606000",0
"5805","11608000",0
"5806","11610000",0
"5807","11612000",0
"5808","11614000",0
"5809","11616000",0
"5810","11618000",0
"5811","11620000",0
"5812","11622000",0
"5813","11624000",0
"5814","11626000",0
"5815","11628000",0
"5816","11630000",0
"5817","11632000",0
"5818","11634000",0
"5819","11636000",0
"5820","11638000",0
"5821","11640000",0
"5822","11642000",0
"5823","11644000",0
"5824","11646000",0
"5825","11648000",0
"5826","11650000",0
"5827","11652000",0
"5828","11654000",0
"5829","11656000",0
"5830","11658000",0
"5831","11660000",0
"5832","11662000",0
"5833","11664000",0
"5834","11666000",0
"5835","11668000",0
"5836","11670000",0
"5837","11672000",0
"5838","11674000",0
"5839","11676000",0
"5840","11678000",0
"5841","11680000",0
"5842","11682000",0
"5843","11684000",0
"5844","11686000",0
"5845","11688000",0
"5846","11690000",0
"5847","11692000",0
"5848","11694000",0
"5849","11696000",0
"5850","11698000",0
"5851","11700000",0
"5852","11702000",0
"5853","11704000",0
"5854","11706000",0
"5855","11708000",0
"5856","11710000",0
"5857","11712000",0
"5858","11714000",0
"5859","11716000",0
"5860","11718000",0
"5861","11720000",0
"5862","11722000",0
"5863","11724000",0
"5864","11726000",0
"5865","11728000",0
"5866","11730000",0
"5867","11732000",0
"5868","11734000",0
"5869","11736000",0
"5870","11738000",0
"5871","11740000",0
"5872","11742000",0
"5873","11744000",0
"5874","11746000",0
"5875","11748000",0
"5876","11750000",0
"5877","11752000",0
"5878","11754000",0
"5879","11756000",0
"5880","11758000",0
"5881","11760000",0
"5882","11762000",0
"5883","11764000",0
"5884","11766000",0
"5885","11768000",0
"5886","11770000",0
"5887","11772000",0
"5888","11774000",0
"5889","11776000",0
"5890","11778000",0
"5891","11780000",0
"5892","11782000",0
"5893","11784000",0
"5894","11786000",0
"5895","11788000",0
"5896","11790000",0
"5897","11792000",0
"5898","11794000",0
"5899","11796000",0
"5900","11798000",0
"5901","11800000",0
"5902","11802000",0
"5903","11804000",0
"5904","11806000",0
"5905","11808000",0
"5906","11810000",0
"5907","11812000",0
"5908","11814000",0
"5909","11816000",0
"5910","11818000",0
"5911","11820000",0
"5912","11822000",0
"5913","11824000",0
"5914","11826000",0
"5915","11828000",0
"5916","11830000",0
"5917","11832000",0
"5918","11834000",0
"5919","11836000",0
"5920","11838000",0
"5921","11840000",0
"5922","11842000",0
"5923","11844000",0
"5924","11846000",0
"5925","11848000",0
"5926","11850000",0
"5927","11852000",0
"5928","11854000",0
"5929","11856000",0
"5930","11858000",0
"5931","11860000",0
"5932","11862000",0
"5933","11864000",0
"5934","11866000",0
"5935","11868000",0
"5936","11870000",0
"5937","11872000",0
"5938","11874000",0
"5939","11876000",0
"5940","11878000",0
"5941","11880000",0
"5942","11882000",0
"5943","11884000",0
"5944","11886000",0
"5945","11888000",0
"5946","11890000",0
"5947","11892000",0
"5948","11894000",0
"5949","11896000",0
"5950","11898000",0
"5951","11900000",0
"5952","11902000",0
"5953","11904000",0
"5954","11906000",0
"5955","11908000",0
"5956","11910000",0
"5957","11912000",0
"5958","11914000",0
"5959","11916000",0
"5960","11918000",0
"5961","11920000",0
"5962","11922000",0
"5963","11924000",0
"5964","11926000",0
"5965","11928000",0
"5966","11930000",0
"5967","11932000",0
"5968","11934000",0
"5969","11936000",0
"5970","11938000",0
"5971","11940000",0
"5972","11942000",0
"5973","11944000",0
"5974","11946000",0
"5975","11948000",0
"5976","11950000",0
"5977","11952000",0
"5978","11954000",0
"5979","11956000",0
"5980","11958000",0
"5981","11960000",0
"5982","11962000",0
"5983","11964000",0
"5984","11966000",0
"5985","11968000",0
"5986","11970000",0
"5987","11972000",0
"5988","11974000",0
"5989","11976000",0
"5990","11978000",0
"5991","11980000",0
"5992","11982000",0
"5993","11984000",0
"5994","11986000",0
"5995","11988000",0
"5996","11990000",0
"5997","11992000",0
"5998","11994000",0
"5999","11996000",0
"6000","11998000",0
"6001","12000000",0
"6002","12002000",0
"6003","12004000",0
"6004","12006000",0
"6005","12008000",0
"6006","12010000",0
"6007","12012000",0
"6008","12014000",0
"6009","12016000",0
"6010","12018000",0
"6011","12020000",0
"6012","12022000",0
"6013","12024000",0
"6014","12026000",0
"6015","12028000",0
"6016","12030000",0
"6017","12032000",0
"6018","12034000",0
"6019","12036000",0
"6020","12038000",0
"6021","12040000",0
"6022","12042000",0
"6023","12044000",0
"6024","12046000",0
"6025","12048000",0
"6026","12050000",0
"6027","12052000",0
"6028","12054000",0
"6029","12056000",0
"6030","12058000",0
"6031","12060000",0
"6032","12062000",0
"6033","12064000",0
"6034","12066000",0
"6035","12068000",0
"6036","12070000",0
"6037","12072000",0
"6038","12074000",0
"6039","12076000",0
"6040","12078000",0
"6041","12080000",0
"6042","12082000",0
"6043","12084000",0
"6044","12086000",0
"6045","12088000",0
"6046","12090000",0
"6047","12092000",0
"6048","12094000",0
"6049","12096000",0
"6050","12098000",0
"6051","12100000",0
"6052","12102000",0
"6053","12104000",0
"6054","12106000",0
"6055","12108000",0
"6056","12110000",0
"6057","12112000",0
"6058","12114000",0
"6059","12116000",0
"6060","12118000",0
"6061","12120000",0
"6062","12122000",0
"6063","12124000",0
"6064","12126000",0
"6065","12128000",0
"6066","12130000",0
"6067","12132000",0
"6068","12134000",0
"6069","12136000",0
"6070","12138000",0
"6071","12140000",0
"6072","12142000",0
"6073","12144000",0
"6074","12146000",0
"6075","12148000",0
"6076","12150000",0
"6077","12152000",0
"6078","12154000",0
"6079","12156000",0
"6080","12158000",0
"6081","12160000",0
"6082","12162000",0
"6083","12164000",0
"6084","12166000",0
"6085","12168000",0
"6086","12170000",0
"6087","12172000",0
"6088","12174000",0
"6089","12176000",0
"6090","12178000",0
"6091","12180000",0
"6092","12182000",0
"6093","12184000",0
"6094","12186000",0
"6095","12188000",0
"6096","12190000",0
"6097","12192000",0
"6098","12194000",0
"6099","12196000",0
"6100","12198000",0
"6101","12200000",0
"6102","12202000",0
"6103","12204000",0
"6104","12206000",0
"6105","12208000",0
"6106","12210000",0
"6107","12212000",0
"6108","12214000",0
"6109","12216000",0
"6110","12218000",0
"6111","12220000",0
"6112","12222000",0
"6113","12224000",0
"6114","12226000",0
"6115","12228000",0
"6116","12230000",0
"6117","12232000",0
"6118","12234000",0
"6119","12236000",0
"6120","12238000",0
"6121","12240000",0
"6122","12242000",0
"6123","12244000",0
"6124","12246000",0
"6125","12248000",0
"6126","12250000",0
"6127","12252000",0
"6128","12254000",0
"6129","12256000",0
"6130","12258000",0
"6131","12260000",0
"6132","12262000",0
"6133","12264000",0
"6134","12266000",0
"6135","12268000",0
"6136","12270000",0
"6137","12272000",0
"6138","12274000",0
"6139","12276000",0
"6140","12278000",0
"6141","12280000",0
"6142","12282000",0
"6143","12284000",0
"6144","12286000",0
"6145","12288000",0
"6146","12290000",0
"6147","12292000",0
"6148","12294000",0
"6149","12296000",0
"6150","12298000",0
"6151","12300000",0
"6152","12302000",0
"6153","12304000",0
"6154","12306000",0
"6155","12308000",0
"6156","12310000",0
"6157","12312000",0
"6158","12314000",0
"6159","12316000",0
"6160","12318000",0
"6161","12320000",0
"6162","12322000",0
"6163","12324000",0
"6164","12326000",0
"6165","12328000",0
"6166","12330000",0
"6167","12332000",0
"6168","12334000",0
"6169","12336000",0
"6170","12338000",0
"6171","12340000",0
"6172","12342000",0
"6173","12344000",0
"6174","12346000",0
"6175","12348000",0
"6176","12350000",0
"6177","12352000",0
"6178","12354000",0
"6179","12356000",0
"6180","12358000",0
"6181","12360000",0
"6182","12362000",0
"6183","12364000",0
"6184","12366000",0
"6185","12368000",0
"6186","12370000",0
"6187","12372000",0
"6188","12374000",0
"6189","12376000",0
"6190","12378000",0
"6191","12380000",0
"6192","12382000",0
"6193","12384000",0
"6194","12386000",0
"6195","12388000",0
"6196","12390000",0
"6197","12392000",0
"6198","12394000",0
"6199","12396000",0
"6200","12398000",0
"6201","12400000",0
"6202","12402000",0
"6203","12404000",0
"6204","12406000",0
"6205","12408000",0
"6206","12410000",0
"6207","12412000",0
"6208","12414000",0
"6209","12416000",0
"6210","12418000",0
"6211","12420000",0
"6212","12422000",0
"6213","12424000",0
"6214","12426000",0
"6215","12428000",0
"6216","12430000",0
"6217","12432000",0
"6218","12434000",0
"6219","12436000",0
"6220","12438000",0
"6221","12440000",0
"6222","12442000",0
"6223","12444000",0
"6224","12446000",0
"6225","12448000",0
"6226","12450000",0
"6227","12452000",0
"6228","12454000",0
"6229","12456000",0
"6230","12458000",0
"6231","12460000",0
"6232","12462000",0
"6233","12464000",0
"6234","12466000",0
"6235","12468000",0
"6236","12470000",0
"6237","12472000",0
"6238","12474000",0
"6239","12476000",0
"6240","12478000",0
"6241","12480000",0
"6242","12482000",0
"6243","12484000",0
"6244","12486000",0
"6245","12488000",0
"6246","12490000",0
"6247","12492000",0
"6248","12494000",0
"6249","12496000",0
"6250","12498000",0
"6251","12500000",0
"6252","12502000",0
"6253","12504000",0
"6254","12506000",0
"6255","12508000",0
"6256","12510000",0
"6257","12512000",0
"6258","12514000",0
"6259","12516000",0
"6260","12518000",0
"6261","12520000",0
"6262","12522000",0
"6263","12524000",0
"6264","12526000",0
"6265","12528000",0
"6266","12530000",0
"6267","12532000",0
"6268","12534000",0
"6269","12536000",0
"6270","12538000",0
"6271","12540000",0
"6272","12542000",0
"6273","12544000",0
"6274","12546000",0
"6275","12548000",0
"6276","12550000",0
"6277","12552000",0
"6278","12554000",0
"6279","12556000",0
"6280","12558000",0
"6281","12560000",0
"6282","12562000",0
"6283","12564000",0
"6284","12566000",0
"6285","12568000",0
"6286","12570000",0
"6287","12572000",0
"6288","12574000",0
"6289","12576000",0
"6290","12578000",0
"6291","12580000",0
"6292","12582000",0
"6293","12584000",0
"6294","12586000",0
"6295","12588000",0
"6296","12590000",0
"6297","12592000",0
"6298","12594000",0
"6299","12596000",0
"6300","12598000",0
"6301","12600000",0
"6302","12602000",0
"6303","12604000",0
"6304","12606000",0
"6305","12608000",0
"6306","12610000",0
"6307","12612000",0
"6308","12614000",0
"6309","12616000",0
"6310","12618000",0
"6311","12620000",0
"6312","12622000",0
"6313","12624000",0
"6314","12626000",0
"6315","12628000",0
"6316","12630000",0
"6317","12632000",0
"6318","12634000",0
"6319","12636000",0
"6320","12638000",0
"6321","12640000",0
"6322","12642000",0
"6323","12644000",0
"6324","12646000",0
"6325","12648000",0
"6326","12650000",0
"6327","12652000",0
"6328","12654000",0
"6329","12656000",0
"6330","12658000",0
"6331","12660000",0
"6332","12662000",0
"6333","12664000",0
"6334","12666000",0
"6335","12668000",0
"6336","12670000",0
"6337","12672000",0
"6338","12674000",0
"6339","12676000",0
"6340","12678000",0
"6341","12680000",0
"6342","12682000",0
"6343","12684000",0
"6344","12686000",0
"6345","12688000",0
"6346","12690000",0
"6347","12692000",0
"6348","12694000",0
"6349","12696000",0
"6350","12698000",0
"6351","12700000",0
"6352","12702000",0
"6353","12704000",0
"6354","12706000",0
"6355","12708000",0
"6356","12710000",0
"6357","12712000",0
"6358","12714000",0
"6359","12716000",0
"6360","12718000",0
"6361","12720000",0
"6362","12722000",0
"6363","12724000",0
"6364","12726000",0
"6365","12728000",0
"6366","12730000",0
"6367","12732000",0
"6368","12734000",0
"6369","12736000",0
"6370","12738000",0
"6371","12740000",0
"6372","12742000",0
"6373","12744000",0
"6374","12746000",0
"6375","12748000",0
"6376","12750000",0
"6377","12752000",0
"6378","12754000",0
"6379","12756000",0
"6380","12758000",0
"6381","12760000",0
"6382","12762000",0
"6383","12764000",0
"6384","12766000",0
"6385","12768000",0
"6386","12770000",0
"6387","12772000",0
"6388","12774000",0
"6389","12776000",0
"6390","12778000",0
"6391","12780000",0
"6392","12782000",0
"6393","12784000",0
"6394","12786000",0
"6395","12788000",0
"6396","12790000",0
"6397","12792000",0
"6398","12794000",0
"6399","12796000",0
"6400","12798000",0
"6401","12800000",0
"6402","12802000",0
"6403","12804000",0
"6404","12806000",0
"6405","12808000",0
"6406","12810000",0
"6407","12812000",0
"6408","12814000",0
"6409","12816000",0
"6410","12818000",0
"6411","12820000",0
"6412","12822000",0
"6413","12824000",0
"6414","12826000",0
"6415","12828000",0
"6416","12830000",0
"6417","12832000",0
"6418","12834000",0
"6419","12836000",0
"6420","12838000",0
"6421","12840000",0
"6422","12842000",0
"6423","12844000",0
"6424","12846000",0
"6425","12848000",0
"6426","12850000",0
"6427","12852000",0
"6428","12854000",0
"6429","12856000",0
"6430","12858000",0
"6431","12860000",0
"6432","12862000",0
"6433","12864000",0
"6434","12866000",0
"6435","12868000",0
"6436","12870000",0
"6437","12872000",0
"6438","12874000",0
"6439","12876000",0
"6440","12878000",0
"6441","12880000",0
"6442","12882000",0
"6443","12884000",0
"6444","12886000",0
"6445","12888000",0
"6446","12890000",0
"6447","12892000",0
"6448","12894000",0
"6449","12896000",0
"6450","12898000",0
"6451","12900000",0
"6452","12902000",0
"6453","12904000",0
"6454","12906000",0
"6455","12908000",0
"6456","12910000",0
"6457","12912000",0
"6458","12914000",0
"6459","12916000",0
"6460","12918000",0
"6461","12920000",0
"6462","12922000",0
"6463","12924000",0
"6464","12926000",0
"6465","12928000",0
"6466","12930000",0
"6467","12932000",0
"6468","12934000",0
"6469","12936000",0
"6470","12938000",0
"6471","12940000",0
"6472","12942000",0
"6473","12944000",0
"6474","12946000",0
"6475","12948000",0
"6476","12950000",0
"6477","12952000",0
"6478","12954000",0
"6479","12956000",0
"6480","12958000",0
"6481","12960000",0
"6482","12962000",0
"6483","12964000",0
"6484","12966000",0
"6485","12968000",0
"6486","12970000",0
"6487","12972000",0
"6488","12974000",0
"6489","12976000",0
"6490","12978000",0
"6491","12980000",0
"6492","12982000",0
"6493","12984000",0
"6494","12986000",0
"6495","12988000",0
"6496","12990000",0
"6497","12992000",0
"6498","12994000",0
"6499","12996000",0
"6500","12998000",0
"6501","13000000",0
"6502","13002000",0
"6503","13004000",0
"6504","13006000",0
"6505","13008000",0
"6506","13010000",0
"6507","13012000",0
"6508","13014000",0
"6509","13016000",0
"6510","13018000",0
"6511","13020000",0
"6512","13022000",0
"6513","13024000",0
"6514","13026000",0
"6515","13028000",0
"6516","13030000",0
"6517","13032000",0
"6518","13034000",0
"6519","13036000",0
"6520","13038000",0
"6521","13040000",0
"6522","13042000",0
"6523","13044000",0
"6524","13046000",0
"6525","13048000",0
"6526","13050000",0
"6527","13052000",0
"6528","13054000",0
"6529","13056000",0
"6530","13058000",0
"6531","13060000",0
"6532","13062000",0
"6533","13064000",0
"6534","13066000",0
"6535","13068000",0
"6536","13070000",0
"6537","13072000",0
"6538","13074000",0
"6539","13076000",0
"6540","13078000",0
"6541","13080000",0
"6542","13082000",0
"6543","13084000",0
"6544","13086000",0
"6545","13088000",0
"6546","13090000",0
"6547","13092000",0
"6548","13094000",0
"6549","13096000",0
"6550","13098000",0
"6551","13100000",0
"6552","13102000",0
"6553","13104000",0
"6554","13106000",0
"6555","13108000",0
"6556","13110000",0
"6557","13112000",0
"6558","13114000",0
"6559","13116000",0
"6560","13118000",0
"6561","13120000",0
"6562","13122000",0
"6563","13124000",0
"6564","13126000",0
"6565","13128000",0
"6566","13130000",0
"6567","13132000",0
"6568","13134000",0
"6569","13136000",0
"6570","13138000",0
"6571","13140000",0
"6572","13142000",0
"6573","13144000",0
"6574","13146000",0
"6575","13148000",0
"6576","13150000",0
"6577","13152000",0
"6578","13154000",0
"6579","13156000",0
"6580","13158000",0
"6581","13160000",0
"6582","13162000",0
"6583","13164000",0
"6584","13166000",0
"6585","13168000",0
"6586","13170000",0
"6587","13172000",0
"6588","13174000",0
"6589","13176000",0
"6590","13178000",0
"6591","13180000",0
"6592","13182000",0
"6593","13184000",0
"6594","13186000",0
"6595","13188000",0
"6596","13190000",0
"6597","13192000",0
"6598","13194000",0
"6599","13196000",0
"6600","13198000",0
"6601","13200000",0
"6602","13202000",0
"6603","13204000",0
"6604","13206000",0
"6605","13208000",0
"6606","13210000",0
"6607","13212000",0
"6608","13214000",0
"6609","13216000",0
"6610","13218000",0
"6611","13220000",0
"6612","13222000",0
"6613","13224000",0
"6614","13226000",0
"6615","13228000",0
"6616","13230000",0
"6617","13232000",0
"6618","13234000",0
"6619","13236000",0
"6620","13238000",0
"6621","13240000",0
"6622","13242000",0
"6623","13244000",0
"6624","13246000",0
"6625","13248000",0
"6626","13250000",0
"6627","13252000",0
"6628","13254000",0
"6629","13256000",0
"6630","13258000",0
"6631","13260000",0
"6632","13262000",0
"6633","13264000",0
"6634","13266000",0
"6635","13268000",0
"6636","13270000",0
"6637","13272000",0
"6638","13274000",0
"6639","13276000",0
"6640","13278000",0
"6641","13280000",0
"6642","13282000",0
"6643","13284000",0
"6644","13286000",0
"6645","13288000",0
"6646","13290000",0
"6647","13292000",0
"6648","13294000",0
"6649","13296000",0
"6650","13298000",0
"6651","13300000",0
"6652","13302000",0
"6653","13304000",0
"6654","13306000",0
"6655","13308000",0
"6656","13310000",0
"6657","13312000",0
"6658","13314000",0
"6659","13316000",0
"6660","13318000",0
"6661","13320000",0
"6662","13322000",0
"6663","13324000",0
"6664","13326000",0
"6665","13328000",0
"6666","13330000",0
"6667","13332000",0
"6668","13334000",0
"6669","13336000",0
"6670","13338000",0
"6671","13340000",0
"6672","13342000",0
"6673","13344000",0
"6674","13346000",0
"6675","13348000",0
"6676","13350000",0
"6677","13352000",0
"6678","13354000",0
"6679","13356000",0
"6680","13358000",0
"6681","13360000",0
"6682","13362000",0
"6683","13364000",0
"6684","13366000",0
"6685","13368000",0
"6686","13370000",0
"6687","13372000",0
"6688","13374000",0
"6689","13376000",0
"6690","13378000",0
"6691","13380000",0
"6692","13382000",0
"6693","13384000",0
"6694","13386000",0
"6695","13388000",0
"6696","13390000",0
"6697","13392000",0
"6698","13394000",0
"6699","13396000",0
"6700","13398000",0
"6701","13400000",0
"6702","13402000",0
"6703","13404000",0
"6704","13406000",0
"6705","13408000",0
"6706","13410000",0
"6707","13412000",0
"6708","13414000",0
"6709","13416000",0
"6710","13418000",0
"6711","13420000",0
"6712","13422000",0
"6713","13424000",0
"6714","13426000",0
"6715","13428000",0
"6716","13430000",0
"6717","13432000",0
"6718","13434000",0
"6719","13436000",0
"6720","13438000",0
"6721","13440000",0
"6722","13442000",0
"6723","13444000",0
"6724","13446000",0
"6725","13448000",0
"6726","13450000",0
"6727","13452000",0
"6728","13454000",0
"6729","13456000",0
"6730","13458000",0
"6731","13460000",0
"6732","13462000",0
"6733","13464000",0
"6734","13466000",0
"6735","13468000",0
"6736","13470000",0
"6737","13472000",0
"6738","13474000",0
"6739","13476000",0
"6740","13478000",0
"6741","13480000",0
"6742","13482000",0
"6743","13484000",0
"6744","13486000",0
"6745","13488000",0
"6746","13490000",0
"6747","13492000",0
"6748","13494000",0
"6749","13496000",0
"6750","13498000",0
"6751","13500000",0
"6752","13502000",0
"6753","13504000",0
"6754","13506000",0
"6755","13508000",0
"6756","13510000",0
"6757","13512000",0
"6758","13514000",0
"6759","13516000",0
"6760","13518000",0
"6761","13520000",0
"6762","13522000",0
"6763","13524000",0
"6764","13526000",0
"6765","13528000",0
"6766","13530000",0
"6767","13532000",0
"6768","13534000",0
"6769","13536000",0
"6770","13538000",0
"6771","13540000",0
"6772","13542000",0
"6773","13544000",0
"6774","13546000",0
"6775","13548000",0
"6776","13550000",0
"6777","13580605",1
